./dataset/images/bos_taurus_s_000507.png, large_omnivores_and_herbivores, cattle
./dataset/images/stegosaurus_s_000125.png, reptiles, dinosaur
./dataset/images/mcintosh_s_000643.png, fruit_and_vegetables, apple
./dataset/images/altar_boy_s_001435.png, people, boy
./dataset/images/cichlid_s_000031.png, fish, aquarium_fish
./dataset/images/phone_s_002161.png, household_electrical_devices, telephone
./dataset/images/car_train_s_000043.png, vehicles_1, train
./dataset/images/beaker_s_000604.png, food_containers, cup
./dataset/images/fog_s_000397.png, large_natural_outdoor_scenes, cloud
./dataset/images/rogue_elephant_s_000421.png, large_omnivores_and_herbivores, elephant
./dataset/images/computer_keyboard_s_000757.png, household_electrical_devices, keyboard
./dataset/images/willow_tree_s_000645.png, trees, willow_tree
./dataset/images/sunflower_s_000549.png, flowers, sunflower
./dataset/images/palace_s_000759.png, large_man-made_outdoor_things, castle
./dataset/images/adriatic_s_001782.png, large_natural_outdoor_scenes, sea
./dataset/images/computer_keyboard_s_001277.png, household_electrical_devices, keyboard
./dataset/images/bike_s_000682.png, vehicles_1, bicycle
./dataset/images/wolf_pup_s_001323.png, large_carnivores, wolf
./dataset/images/squirrel_s_002467.png, small_mammals, squirrel
./dataset/images/sea_s_000678.png, large_natural_outdoor_scenes, sea
./dataset/images/shrew_s_002233.png, small_mammals, shrew
./dataset/images/pine_tree_s_000087.png, trees, pine_tree
./dataset/images/rose_s_000373.png, flowers, rose
./dataset/images/surveillance_system_s_000769.png, household_electrical_devices, television
./dataset/images/pine_s_001533.png, trees, pine_tree
./dataset/images/table_s_000897.png, household_furniture, table
./dataset/images/opossum_s_001237.png, medium_mammals, possum
./dataset/images/quercus_alba_s_000257.png, trees, oak_tree
./dataset/images/leopard_s_000414.png, large_carnivores, leopard
./dataset/images/possum_s_002195.png, medium_mammals, possum
./dataset/images/bike_s_000127.png, vehicles_1, bicycle
./dataset/images/balmoral_castle_s_000361.png, large_man-made_outdoor_things, castle
./dataset/images/acer_saccharinum_s_000646.png, trees, maple_tree
./dataset/images/lapin_s_000916.png, small_mammals, rabbit
./dataset/images/chimp_s_001419.png, large_omnivores_and_herbivores, chimpanzee
./dataset/images/clock_s_002291.png, household_electrical_devices, clock
./dataset/images/streetcar_s_000663.png, vehicles_2, streetcar
./dataset/images/male_child_s_000800.png, people, boy
./dataset/images/oriental_cockroach_s_000650.png, insects, cockroach
./dataset/images/breakfast_table_s_001135.png, household_furniture, table
./dataset/images/coluber_constrictor_s_000067.png, reptiles, snake
./dataset/images/lobster_s_000034.png, non-insect_invertebrates, lobster
./dataset/images/mount_s_002852.png, large_natural_outdoor_scenes, mountain
./dataset/images/wolf_pup_s_001277.png, large_carnivores, wolf
./dataset/images/areca_s_000244.png, trees, palm_tree
./dataset/images/skyscraper_s_000180.png, large_man-made_outdoor_things, skyscraper
./dataset/images/boy_s_001150.png, people, boy
./dataset/images/train_s_001640.png, vehicles_1, train
./dataset/images/tractor_s_001723.png, vehicles_2, tractor
./dataset/images/snake_s_000046.png, reptiles, snake
./dataset/images/shortfin_mako_s_000172.png, fish, shark
./dataset/images/butterfly_s_001371.png, insects, butterfly
./dataset/images/television_s_000158.png, household_electrical_devices, television
./dataset/images/beer_bottle_s_001063.png, food_containers, bottle
./dataset/images/adriatic_s_002075.png, large_natural_outdoor_scenes, sea
./dataset/images/honeybee_s_001911.png, insects, bee
./dataset/images/red_maple_s_000275.png, trees, maple_tree
./dataset/images/reclining_chair_s_001157.png, household_furniture, chair
./dataset/images/black_woman_s_001310.png, people, woman
./dataset/images/silver_maple_s_001664.png, trees, maple_tree
./dataset/images/syrian_hamster_s_000340.png, small_mammals, hamster
./dataset/images/otter_s_000259.png, aquatic_mammals, otter
./dataset/images/seal_s_001773.png, aquatic_mammals, seal
./dataset/images/panthera_leo_s_000068.png, large_carnivores, lion
./dataset/images/morchella_esculenta_s_000159.png, fruit_and_vegetables, mushroom
./dataset/images/female_child_s_000292.png, people, girl
./dataset/images/bell_pepper_s_001100.png, fruit_and_vegetables, sweet_pepper
./dataset/images/forest_s_001702.png, large_natural_outdoor_scenes, forest
./dataset/images/crocodile_s_002505.png, reptiles, crocodile
./dataset/images/valencia_orange_s_000087.png, fruit_and_vegetables, orange
./dataset/images/tulip_s_000253.png, flowers, tulip
./dataset/images/mus_musculus_s_000005.png, small_mammals, mouse
./dataset/images/arabian_camel_s_000259.png, large_omnivores_and_herbivores, camel
./dataset/images/tractor_s_000104.png, vehicles_2, tractor
./dataset/images/hamster_s_001554.png, small_mammals, hamster
./dataset/images/caterpillar_s_001005.png, insects, caterpillar
./dataset/images/bulldozer_s_000433.png, vehicles_2, tractor
./dataset/images/man_s_000841.png, people, man
./dataset/images/woods_s_000031.png, large_natural_outdoor_scenes, forest
./dataset/images/leopard_s_000033.png, large_carnivores, leopard
./dataset/images/keyboard_s_000092.png, household_electrical_devices, keyboard
./dataset/images/possum_s_000413.png, medium_mammals, possum
./dataset/images/skunk_s_000825.png, medium_mammals, skunk
./dataset/images/kangaroo_s_002457.png, large_omnivores_and_herbivores, kangaroo
./dataset/images/cirrocumulus_s_001397.png, large_natural_outdoor_scenes, cloud
